titre,auteur,isbn,domaine,description,image_url,url_detail
Big Questions in Ecology and Evolution,THOMAS N. SHERRATT & DAVID M. WILKINSON,978–0–19–954861–3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3599
Le foncier rural  dans les pays du Sud  Enjeux et clés d’analyse,"Jean-Philippe COLIN, et al.",978-2-7099-2877-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3598
FORÊTS ET CHANGEMENT  CLIMATIQUE,"F. Courbet, C. Doussan, J.-M. Limousin,   N. Martin-StPaul, G. Simioni",978-2-7592-3458-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3564
FEUX DE VÉGÉTATION: COMPRENDRE LEUR DIVERSITÉ  ET LEUR ÉVOLUTION,"T. CURT, C. HÉLY,   R. BARBERO, J.-L. DUPUY, F. MOUILLOT, J. RUFFAULT",978-2-7592-3506-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3563
Arsenic Water Resources  Contamination.  Challenges and Solutions,"Ali Fares, and Sushant K. Singh",978-3-030-21258-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3562
Une agronomie pour le XXIe siècle,"Guy Richard, Pierre Stengel, Gilles Lemaire, Pierre Cellier, Egizio Valceschini",978-2-7592-2938-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3561
LA BETTERAVE SUCRIERE,"Christian Huyghe,  Bruno Desprez,  Vincent Laudinat",978-2-7592-3158-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3529
Cinq clefs pour cultiver des fruits et des légumes plus surs,OMS,978 92 4 250400 2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3528
Famille zéro déchet,"Jérémie Pichon, Bénédicte Moret",978-2-36549-187-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3525
"Centrales nucléaires et environnement, Prélèvements d’eau et rejets",EDF,978-2-7598-2559-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3522
"Champs électromagnétiques, environnement et santé","Anne Perrin, Martine Souques",978-2-7598-2261-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3521
La panification  au levain naturel,"Philippe Roussel, Bernard Onno,   Elisa Michel, Delphine Sicard",978-2-7592-3167-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3213
Piloter la fertilisation  du palmier à huile,"Bernard Dubos, Xavier Bonneau et Albert Flori",978-2-7592-3262-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3212
Conception architecturale du jardin,ROGER DUVAL,978-2-212-14074-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3202
ATLAS  BIOLOGIEVÉGÉTALE  2.Organisationdesplantes à fleurs,"Jean-Claude Roland,  Françoise Roland,  Hayat ElMaarouf-Bouteau, François Bouteau",978-2-10-053799-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3201
Guide de gestion  des dunes  et des plages associées,GOUGUET Loïc,978-2-7592-2482-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3200
"ENVIRONMENTAL  POLICY AND  PUBLIC HEALTH  _  Air Pollution, Global  Climate Change, and  Wilderness",WILLIAM N. ROM,978-0-470-59343-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3199
"Alluvial Fans:  Geomorphology, Sedimentology, Dynamics","A.M. HARVEY, A.E. MATHER,",1-86239-189-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3198
"MÉMENTO DE  L’ASSAINISSEMENT  Mettre en œuvre un service d’assainissement  complet, durable et adapté",Julien Gabert,978-2-7592-2736-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3197
Peut on se passer  du cuivre en protection  des cultures biologiques _  Expertise scientifique collective,"Didier Andrivon, Isabelle Savini",978-2-7592-2998-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3196
"Pesticides en viticulture _ Usages, impacts et transition agroécologique",Francis Macary,978-2-7592-3601-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3195
Le Sorgho,"Jacques Chantereau, Jean-François Cruz,  Alain Ratnadass et Gilles Trouche",978-2-7592-2062-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3194
"Le manioc,  entre culture alimentaire   et filière agro-industrielle","Philippe Vernier, Boni N’Zué,   Nadine Zakhia-Rozis",978-2-7592-2708-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3193
Le cotonnier,Michel Crétenet et Jean-Paul Gourlot,978-2-7592-2380-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3192
"Le fonio ,une céréale africaine","Jean-François Cruz, Famoï Béavogui  avec la collaboration de Djibril Dramé",978-2-7592-1040-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3191
La conservation des grains   après récolte,"Jean-François Cruz, D. Joseph Hounhouigan  et Francis Fleurat-Lessard",978-2-7592- 2437-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3190
"Le bananier plantain  Enjeux socio-économiques et techniques,  expériences en Afrique intertropicale",Moïse Kwa et Ludovic Temple,978-2-7592-2680-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3189
LA  BETTERAVE SUCRIÈRE,"Christian Huyghe, Bruno Desprez, Vincent Laudinat",978-2-7592-3158-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3188
Cessons de tuer la terre pour nourrir lhomme,Jean-Marie Pelt  Franck Steffan,978-2-213-66573-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3169
Le développement durable - Théories et applications au management,Dominique Wolff,978-2-10-056098-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3166
Développement durable,"Mancebo, François",978-2-200-28890-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3164
Paths to a Green World  - The Political Economy of the Global Environment,Jennifer Clapp and Peter Dauvergne,0-262-53271-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3158
"ENVIRONMENTAL ENGINEERING - Water, Wastewater, Soil and Groundwater Treatment and Remediation","NELSON L. NEMEROW, FRANKLIN J. AGARDY, PATRICK SULLIVAN, AND JOSEPH A. SALVATO",978-0-470-08303-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3157
"Éthique De L’environnement: Nature, Valeur, Respect",Hicham-Stéphane Afeissa,978-2-7116-1943-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3031
"Révolution aéronautique, le défi de l'environnement","Yves Galland, Gilles Roy",978-2-7440-4041-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3022
L'energie de demain : Techniques - environnement - economie,"Jean-Louis Bobin, et al.",2-86883-771-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3020
Biodégradations et métabolismes : Les bactéries pour les technologies de l'environnement,Jean Pelmont,2-86883-745-X,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3018
Kinshasa : Ville et Environnement,Francis Lelo-Nzuzi,978-2-296-06080-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3016
Protection de l'Environnement Sur les Plates Formes Industrielles,Marie Axelle Gautier,978-2-296-12490-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3014
Environnement : decider autrement : Nouvelles pratiques et nouveaux enjeux de la concertation,"Laurent Mermet, Martine Berlan-Darque",978-2-296-07663-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3013
Panorama du développement rural au Niger,Israël Moussa Boureima,978-2-343-17566-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2973
Le developpement rural,Coll.,,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2972
Production et commercialisation du cacao au Zaïre,Département de l’Agriculture et du Développement Rural,,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2971
MediTerra 2009 : repenser le développement rural en Méditerranée,"Bertrand Hervieu, Henri-Luc Thibault",978-2-7246-1109-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2970
Politiques de l’inimitié,Achille Mbembe,978-2-7071-9077-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2113
Territoires ruraux et développement  Quel rôle pour la recherche,"Catherine Courtet, Martine Berlan-Darqué et Yves Demarne",2-85362-367-X,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2110
Le foncier rural  dans les pays  du Sud,"Jean-Philippe COLIN,  Philippe LAVIGNE DELVILLE,  Éric LÉONARD",978-2-7099-2877-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2109
"Climate variability, climate change,  and fisheries",MICHAEL H. GLANTZ,978-0-521-01782-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2103
LE BIEN-ÊTRE DES ANIMAUX D’ÉLEVAGE,Luc Mounier,978-2-7592-3249-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2097
La traction animale,"Philippe Lhoste, Michel Havard, Éric Vall",978-2-7592-0886-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2095
La santé animale,Archie Hunter,2-87614-622-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2094
La conscience des animaux,"P. Le Neindre, M. Dunier, R. Larrère, P. Prunet",978-2-7592-2871-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2093
L’INSTITUT DE L’ÉLEVAGE  DU TEMPS DE LA MODERNISATION  À CELUI DES TRANSITIONS,"Charlène Bouvier,  Pierre Cornu,  Yves Madeline",978-2-7592-3618-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2092
L’élevage des  grands camélidés,"Bernard Faye, Gaukhar Konuspayeva,  Cécile Magnan",978-2-7592-3500-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2091
Grasslands and herbivore   production in Europe   and effects of common policies,"Christian Huyghe, Alex De Vliegher,   Bert van Gils, Alain Peeters",978-2-7592-2157-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2090
Grassland use in Europe  A syllabus for young farmers,"Agnes van den Pol-van Dasselaar, Leanne Bastiaansen-Aantjes,  Fergus Bogue, Michael O’Donovan, Christian Huyghe",978-2-7592-3146-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2089
Élevages au pâturage  et développement  durable des territoires  méditerranéens  et tropicaux,A. Ickowicz et C.-H. Moulin,978-2-7592-3486-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2088
Dynamique des élevages  pastoraux et agropastoraux  en Afrique intertropicale,"Didier Richard, Véronique Alary, Christian Corniaux,  Guillaume Duteurtre, Philippe Lhoste",978-2-7592-2895-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2087
"Comportement, conduite   et bien-être animal",Xavier Manteca i Vilanova  Anthony J. Smith,978-2-7592-2243-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2086
Animal Evolution,Maximilian J. Telford and  D. T. J. Littlewood,978-0-19-957030-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2085
Les cultures fourragères,"H.D. Klein, G. Rippstein, J. Huguenin,   B. Toutain, H. Guerin, D. Louppe",978-2-7592-2168-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2084
Qualité des aliments  d’origine animale  Production et transformation,"Sophie Prache, Véronique Santé-Lhoutellier,   Catherine Donnars",978-2-7592-3278-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2083
ZOONOSES  THE TIES THAT BIND HUMANS  TO ANIMALS,"GWENAËL VOURC’H, FRANÇOIS MOUTOU,  SERGE MORAND, ELSA JOURDAIN",978-2-7592-3270-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2082
TRANSFORMER LE LAIT  LOCAL EN AFRIQUE  DE L’OUEST,Cécile Broutin et Marie-Christine Goudiaby,978-2-7592-3397-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2081
La panification   au levain naturel,"P. Roussel, B. Onno, E. Michel, D. Sicard",978-2-7592-3167-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2080
L'amélioration génétique  animale,Gerald Wiener et Roger Rouvier,978-2-7592-0371-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2079
Innovation et développement  dans les systèmes agricoles  et alimentaires,"G. Faure, Y. Chiffoleau, F. Goulet, L. Temple, J.-M. Touzard",978-2-7592-2813-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2078
"Coopérations,   territoires   et entreprises  agroalimentaires","Colette Fourcade,  José Muchnik,  Roland Treillon",978-2-7592-0757-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2077
Construire  des politiques  alimentaires urbaines  Concepts et démarches,"Caroline Brand, Nicolas Bricas, Damien Conaré,  Benoit Daviron, Julie Debru, Laura Michel,   Christophe-Toussaint Soulard",978-2-7592-2618-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2076
Apprendre à innover  dans un monde incertain,"E. Coudel, H. Devautour, C.T. Soulard,  G. Faure, B. Hubert",978-2-7592-1859-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2075
Restaurer les milieux  et prévenir les inondations  grâce au génie végétal,Freddy Rey,978-2-7592-2778-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2073
Forêts et changement  climatique  Comprendre et modéliser  le fonctionnement hydrique des arbres,"François Courbet, Claude Doussan, Jean-Marc Limousin,  Nicolas Martin-StPaul, Guillaume Simioni",978-2-7592-3458-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2072
"Forests,  Carbon Cycle   and Climate Change",Denis Loustau,978-2-7592-0385-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2071
"Agriculteurs,  agricultures et forêts","Francis Cailliez, et al.",2-85362-414-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2070
Technologie  des métiers du bois,"olivier Hamon,  Vincent Roullat",978-2-10-075009-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2069
Zéro pesticide  Un nouveau paradigme de recherche  pour une agriculture durable,"Florence Jacquet, Marie-Hélène Jeuffroy, Julia Jouan,   Edith Le Cadre, Thibaut Malausa, Xavier Reboud,   Christian Huyghe",978-2-7592-3311-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2068
Une agronomie   poUr le XXIe siècle,"Guy Richard, Pierre Stengel,  Gilles Lemaire, Pierre Cellier,  Egizio Valceschini",978-2-7592-2938-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2067
Un jardin pour les petits animaux,Maurice Dupérat,978-2-84416-779-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2066
Les plantes  qui deviennent  des drogues,Prof. K. Hostettmann,2-8289-0686-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2065
The agroecological transition of agricultural systems in the Global South,"François-Xavier Côte, Emmanuelle Poirier-Magona,  Sylvain Perret, Bruno Rapidel, Philippe Roudier,  Marie-Cécile Thirion",978-2-7592-3057-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2064
SUSTAINABLE FOOD SYSTEMS   FOR FOOD SECURITY  Need for combination of local   and global approaches,"Alban Thomas, Arlène Alpha, Aleksandra Barczak, Nadine  Zakhia-Rozis",978-2-7592-3576-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2063
Soigner les plantes par les plantes,Philippe Chavanne,978-2-8160-0228-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2062
Maladies et ravageurs des plantes de jardin et d'intérieur,Bernd Böhmer et Walter Wohanka,2-84138_097-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2061
Plantes aromatiques et médicinales,Lesley Breùness,2-03-560405-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2060
OUTILS ARATOIRES EN AFRIQUE,"Yasmine Marzouk, Christian Seignobos,  François Sigaut",2-84586-023-4 / 2-7099-1368-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2059
Multipliez toutes les plantes du jardin,Benoît Priel et Denis Retournard,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2058
Living Green: The Missing Manual,NANCY CONNER,978-0-596-80172-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2057
Life Cycle Assessment of agri-food systems,"C. Basset-Mens, A. Avadí, C. Bessou,   I. Acosta-Alba, Y. Biard, S. Payen",978-2-7592-3467-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2056
Les 4 saisons  du Jardinier. Le calendrier des travaux au jardin,Philippe Vincent,978-2-87901-967-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2054
Le risque en agriculture,Michel Eldin et Pierre Milleville,2-7099-0960-X,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2053
Le grand livre de la taille et de la greffe,E. Boffelli et G. Sirtori,2-7328-1450-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2051
Land Use and Food Security  in 2050: A Narrow Road,"Chantal le Mouël, Marie de Lattre-Gasquet,  Olivier Mora",978-2-7592-2880-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2050
La transformation  des grains,"Jean-François Cruz, D. Joseph Hounhouigan,  Michel Havard et Thierry Ferré",978-2-7592-2784-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2049
LA SYSTÉMIQUE AGRAIRE  À L’INRA,Pierre Cornu,978-2-7592-3176-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2048
LA FABRIQUE DE L’AGRONOMIE  De 1945 à nos jours,"J. Boiffin, T. Doré, F. Kockmann, F. Papy et P. Prévost",978-2-7592-3542-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2047
International Business Environment,P. SUBBA RAO,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1889
Les effets environnementaux du libre-échange,-,2-922305-64-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1862
"ÉTIDQUE  DE L'ENVIRONNEMENT. Nature, valeur, respect",Hicham-Stéphane AFEISSA,978-2-7116-1943-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1416
LE DICTIONNAIRE ENCYCLOPÉDIQUE DU DÉVELOPPEMENT DURABLE,Pierre Jacquemot,978-2-36106-440-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1415
"LE DÉVELOPPEMENT  D U R A B L E. À la croisée de l’économie, de la société et de l’environnement",T R A C E Y  S T R A N G E & A N N E B A Y L E Y,978-92-64-05576-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1414
quality agriculture,John KEMPF,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1171
L'essentiel du développement durable,François Carré,978 - 2 - 297 - 01868 - 5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1139
Le guide du developpement durable en entreprise,Patrick Widloecher et Isabelle Querne,978-2-212-54311-7,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1138
Migration et développement,Christophe Z. Guilmoto et Frédéric Sandron,2-11-005405-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1135
Savoirs  et développement  rural,Danièle Clavel,978-2-7592-0928-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1134
l'éducation pour le développement durable,"Organisation des Nations Unies pour l’éducation,  la science et la culture",978-92-3-001079-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=953
Communication et EcoCitoyennete de la Population du  District d’Abidjan Face a  L'insalubrité Environnementale,Kouassi Amoin Liliane,,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=868
Les aires protégées dans les recompositions territoriales africaines,"Frédéc Giraut, M. Sylvain Guyot, Myriam Houssay-Holzschuch",,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=867
MÉMENTO DE  L’ASSAINISSEMENT,Julien Gabert,978-2-7592-2736-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=815
Guide des  pratiques climatologiques,Organisation Météorologique Mondiale,978-92-63-20100-3,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=803
Services écosystémiques et protection des sols Analyses juridiques et éclairages agronomiques,Carole Hermon,978-2-7592-2791-4,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=798
Faites pousser  vos noyaux  et pépins !,"Dudouet, Christian Renaud, Victor",9782815316347,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=797
Composts engrais et traitement bio,Victor Renaud,978-2-84038-844-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=796
Petit abc du potager BIO,Rosenn Le Page,9782815308946,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=794
Produire ses semences potagères,Christian Dudouet et Victor Renaud,978-2-95375-207-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=792
Encyclopédie des plantes médicinales,XXX,2-03-560252-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=791
petit almas des plantes comestibles,Vincent Albouy,978-2-603-01550-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=790
Le développement durable,Farid Baddache,: 978-2-212-54683-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=789
Le développement durable comme compromis. La modernisation,Corinne Gendron,2-7605-1412-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=788
Développement durable et communications,Solange Tremblay,978-2-7605-1469-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=787
Le nouveau capitalisme agricole De la ferme à la firme,"François Purseigle, Geneviève Nguyen, Pierre Blanc",978-2-7246-2136-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=786
Agriculture  et monde  agricole,Pierre Daucé,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=785
Comprendre  l’agriculture familiale Diagnostic des systèmes  de production,Nicolas Ferraton et Isabelle Touzard,978-2-7592-0340-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=784
50 plantes ENVAHISSANTES.   PROTÉGER LA NATURE  ET L’AGRICULTURE,Claude LAVOIE,978-2-551-26391-2,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=743
Restoration Agriculture,Mark Shepard,978-1-60173-035-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=742
Analysis of  Generalized Linear Mixed Models  in the Agricultural and Natural Resources Sciences,"Edward E. Gbur, Walter W. Stroup,  Kevin S. McCarter, Susan Durham,  Linda J. Young, Mary Christman,  Mark West, and Matthew Kramer",: 978-0-89118-182-8,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=740
